201, 18,0
201, 18,0,1
201, 18,0,1
201, 17,0,1
197, 14,0
190, 10,0
189, 12,0
187, 13,0
188, 12,0
188, 11,0
188, 12,0,1
187, 11,0,1
186, 12,0
186, 10,0
185, 11,0
184, 11,0
184, 11,0
186, 10,0
186, 11,0,1
162, 10,0,1
162, 11,0,1
161, 10,0,1
159, 10,0,1
158, 9,0,1
155, 10,0
