201, 18,0
201, 18,0,1
201, 18,0,1
201, 17,0,1
197, 14,0
190, 10,0
190, 10,0,1
186, 11,0
185, 11,0
185, 11,0,1
189, 10,0
187, 10,0
186, 10,0
185, 10,0
184, 11,0
184, 10,0
